STORE_ID,DISPLAY_NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIPCODE,PHONE_NUMBER
31797,Northville Retail Center,17615 Haggerty Road,Northville Retail Center,Northville,MI,48167,1-248-449-5367
31798,Bradford Plaza,601 North Main Street,Bradford Plaza,Stillwater,OK,74075,1-405-372-7142
31799,Stow Community Center,4286 Kent Road,Stow Community Center,Stow,OH,44224,1-330-686-2465
31800,Cypresswood Court,"19507 North Freeway, Suite 600",Cypresswood Court,Spring,TX,77388,1-281-528-0024
31801,Shops at Bella Terra,5458 West Grand Parkway South,Shops at Bella Terra,Richmond,TX,77406,1-832-595-0546
31802,280 Metro Center,119 Colma Boulevard,280 Metro Center,Colma,CA,94014,1-650-755-5971
31803,Huntington Shopping Center,350 Route 110,Huntington Shopping Center,Huntington Station,NY,11746,1-631-271-2817
31804,Oaks Square,6843 West Newberry Road,Oaks Square,Gainesville,FL,32605,1-352-333-0552
31805,Brazos Town Center II,23735 Brazos Town Crossing,Brazos Town Center II,Rosenberg,TX,77471,1-832-595-8944
31806,Market Square at Arden Fair,1785 Arden Way,Market Square at Arden Fair,Sacramento,CA,95815,1-916-929-2912
31807,Uptown Solon,"6025 Kruse Drive, Suite 160",Uptown Solon,Solon,OH,44139,1-440-248-5618
31808,Boise Towne Plaza,542 North Milwaukee,Boise Towne Plaza,Boise,ID,83704,1-208-375-7472
31809,Monte Vista Crossings,2841 Countryside Drive,Monte Vista Crossings,Turlock,CA,95380,1-209-664-1725
31810,Pine Ridge Square,4601 North University Drive,Pine Ridge Square,Coral Springs,FL,33067,1-954-757-6981
31811,Rib Mountain # 577,3555 Rib Mountain Drive,Rib Mountain # 577,Rib Mountain,WI,54401,1-715-241-0089
31812,Westwinds of Boca,9882 Glades Road,Westwinds of Boca,Boca Raton,FL,33434,1-561-482-9050
31813,Tracy Pavilion II,2475 North Naglee Road,Tracy Pavilion II,Tracy,CA,95304,1-209-832-7361
31814,Centerpointe Mall,3541 28th Street Southeast,Centerpointe Mall,Grand Rapids,MI,49512,1-616-285-7024
31815,Tower Shops,1950 South University Drive,Tower Shops,Davie,FL,33324,1-954-916-0433
31816,Gravois Bluffs II,189 Gravois Bluffs Plaza Drive,Gravois Bluffs II,Fenton,MO,63026,1-636-326-1486
31817,Westfield Parkway,315 Parkway Plaza,Westfield Parkway,El Cajon,CA,92020,1-619-588-1218
31818,Grand Traverse Crossing,2556 Crossing Circle Drive,Grand Traverse Crossing,Traverse City,MI,49684,1-231-941-7280
31819,Florissant # 585,2419 North Highway 67,Florissant # 585,Florissant,MO,63033,1-314-921-2834
31820,Preston Towne Crossing,"2400 Preston Road, Suite 300",Preston Towne Crossing,Plano,TX,75093,1-972-596-2839
31821,South Point,1560 Highway 20 West,South Point,McDonough,GA,30253,1-770-898-9947
31822,Westfield Mission Valley West,1072 Camino del Rio North,Westfield Mission Valley West,San Diego,CA,92108,1-619-220-0597
31823,Holly Springs Town Center,124 Grand Hill Place,Holly Springs Town Center,Holly Springs,NC,27540,1-919-557-0167
31824,Belgate,"8150 Ikea Boulevard, Suite 5",Belgate,Charlotte,NC,28262,1-704-494-4138
31825,Shoppes at Fox River,"1160 West Sunset Drive, Suite 134",Shoppes at Fox River,Waukesha,WI,53189,1-262-574-0387
31826,Silver Lake,450 West Wilbur Avenue,Silver Lake,Coeur D'Alene,ID,83815,1-208-762-0776
31827,Edgewater on Monterey Bay Shop,2080 California Avenue,Edgewater on Monterey Bay Shop,Sand City,CA,93955,1-831-393-9397
31828,Port Chester Shopping Center,445 Boston Post Road,Port Chester Shopping Center,Port Chester,NY,10573,1-914-937-1430
31829,Bangor Parkade,482 B-2 Stillwater Avenue,Bangor Parkade,Bangor,ME,4401,1-207-941-1406
31830,Cordova Commons,1650 Airport Boulevard,Cordova Commons,Pensacola,FL,32504,1-850-476-6211
31831,Marina Pacifica,6312 East Pacific Coast Highway,Marina Pacifica,Long Beach,CA,90803,1-562-795-6780
31832,Northgate Mall,9651 Colerain Avenue,Northgate Mall,Cincinnati,OH,45251,1-513-245-1602
31833,The Crossings at Fox Run,45 Gosling Road,The Crossings at Fox Run,Newington,NH,3801,1-603-431-4498
31834,Primrose Marketplace,3434 South Glenstone Avenue,Primrose Marketplace,Springfield,MO,65804,1-417-877-0108
31835,Bucktown,3160 44th Street Southwest,Bucktown,Grandville,MI,49418,1-616-534-7739
31836,Waugh Chapel Towne Centre,"1410 South Main Chapel Way, Suite 108",Waugh Chapel Towne Centre,Gambrills,MD,21054,1-410-451-0758
31837,Cox Creek Shopping Center,388 Cox Creek Parkway,Cox Creek Shopping Center,Florence,AL,35630,1-256-764-9323
31838,Shops at Rossmoor,12339 Seal Beach Boulevard,Shops at Rossmoor,Seal Beach,CA,90740,1-562-936-0077
31839,The Mayfair Collection,"11500 Burleigh Street, Space C",The Mayfair Collection,Wauwatosa,WI,53222,1-414-258-6581
31840,East Washington Place,"401 Kenilworth Drive, Suite 520",East Washington Place,Petaluma,CA,94952,1-707-763-3074
31841,Shops at Lyndale,1050 West 78th Street,Shops at Lyndale,Richfield,MN,55423,1-612-869-0150
31842,Valley View Mall,"4802 Valley View Boulevard, Suite LF248",Valley View Mall,Roanoke,VA,24012,1-540-561-0809
31843,Westgate Shopping Center,1506 West O. Ezell Boulevard,Westgate Shopping Center,Spartanburg,SC,29301,1-864-595-3682
31844,Midtowne,"207 North University Avenue, Suite 170",Midtowne,Little Rock,AR,72205,1-501-660-4096
31845,Oakwood Mall,"4800 Golf Road, Suite 213",Oakwood Mall,Eau Claire,WI,54701,1-715-831-0973
31846,Lloyd Center,1241 Lloyd Center,Lloyd Center,Portland,OR,97232,1-503-281-6290
31847,DeKalb Market Square,2064 Sycamore Road,DeKalb Market Square,DeKalb,IL,60115,1-815-748-0990
31848,Plaza at the Border,3951 Camino de la Plaza,Plaza at the Border,San Ysidro,CA,92173,1-619-662-1535
31849,PGA Plaza,2568 PGA Boulevard,PGA Plaza,Palm Beach Gardens,FL,33410,1-561-625-9861
31850,Rivertowns Square,16 Lawrence Street,Rivertowns Square,Dobbs Ferry,NY,10522,1-914-591-4539
31851,Bricktown Center,245 Bricktown Way,Bricktown Center,Staten Island,NY,10309,1-718-554-4634
31852,Centre at River Oaks,3025 Kirby Drive,Centre at River Oaks,Houston,TX,77098,1-713-807-7959
31853,Lisbon Landing,"160 River Road, Suite A-140",Lisbon Landing,Lisbon,CT,6351,1-860-376-4288
31854,Fashion Island Shopping Center,427 Newport Center Drive,Fashion Island Shopping Center,Newport Beach,CA,92660,1-949-640-0726
31855,Millennium Park,13224 Middlebelt  Road,Millennium Park,Livonia,MI,48150,1-734-425-2460
31856,Carillon Square I,303 East University Parkway,Carillon Square I,Orem,UT,84058,1-801-225-1539
31857,Clifton Towne Square,225 Allwood Road,Clifton Towne Square,Clifton,NJ,7012,1-973-777-1066
31858,Hilton Head Village,"1460 Fording Island Road, #160",Hilton Head Village,Bluffton,SC,29910,1-843-815-2073
31859,Everett Mall,"1402 Southeast Everett Mall Way, Suite 510",Everett Mall,Everett,WA,98208,1-425-265-7600
31860,Arborland Center,3527 Washtenaw Avenue,Arborland Center,Ann Arbor,MI,48104,1-734-477-0150
31861,East Town Plaza,2185 Zeier Road,East Town Plaza,Madison,WI,53704,1-608-244-3983
31862,West Towne Mall,7323 West Towne Way,West Towne Mall,Madison,WI,53719,1-608-828-5883
31863,Stonebridge at Potomac Town Center,"15000 Potomac Town Place, Suite 130",Stonebridge at Potomac Town Center,Woodbridge,VA,22191,1-703-878-1107
31864,Lake Worth Towne Crossing,6612 Lake Worth Boulevard,Lake Worth Towne Crossing,Lake Worth,TX,76135,1-817-238-2142
31865,The Pinnacle at Turkey Creek,11233 Parkside Drive,The Pinnacle at Turkey Creek,Knoxville,TN,37934,1-865-966-7222
31866,1619 Walnut Street,"1619 Walnut Street, Floor 1",1619 Walnut Street,Philadelphia,PA,19103,1-215-640-9602
31867,The Commons,316 Retail Commons Parkway,The Commons,Martinsburg,WV,25403,1-304-267-9578
31868,Branson Shoppes Development Co,1033 Branson Hills Parkway,Branson Shoppes Development Co,Branson,MO,65616,1-417-336-2002
31869,Clovis Crossing,1315 Herndon Avenue,Clovis Crossing,Clovis,CA,93611,1-559-325-6009
31870,The Marketplace at Hanford,168 North 12th Avenue,The Marketplace at Hanford,Hanford,CA,93230,1-559-587-9433
31871,Alameda South Shore Center,2245 South Shore Center,Alameda South Shore Center,Alameda,CA,94501,1-510-864-4031
31872,River Landing,"713 Winfield Dunn Parkway, #4",River Landing,Sevierville,TN,37876,1-865-908-9890
31873,The Crossings of Spring Hill,1028 Crossings Boulevard,The Crossings of Spring Hill,Spring Hill,TN,37174,1-931-486-3356
31874,Epps Bridge Centre,"1791 Oconee Connector, Suite 140",Epps Bridge Centre,Athens,GA,30606,1-706-227-8930
31875,Q95 Plaza,11860 West 95th Street,Q95 Plaza,Overland Park,KS,66214,1-913-888-0397
31876,Village Park Plaza,2009 East Greyhound Pass,Village Park Plaza,Carmel,IN,46033,1-317-844-5818
31877,Aspen Square,6403 West 135th Street,Aspen Square,Overland Park,KS,66223,1-913-239-0802
31878,Cross Hill Market,"702 Crosshill Road, Suite 300-C",Cross Hill Market,Columbia,SC,29205,1-803-790-8009
31879,Bayshore Mall,"3300 Broadway, Suite 15",Bayshore Mall,Eureka,CA,95501,1-707-441-9403
31880,Bayshore Town Center,"5654 North Bayshore Drive, Suite F-118",Bayshore Town Center,Glendale,WI,53217,1-414-332-3150
31881,Carson Valley Plaza,"911 Topsy Lane, Suite 228",Carson Valley Plaza,Carson City,NV,89705,1-775-267-1176
31882,Napa Crossing at Olivieri Corn,1725 Trancas Street,Napa Crossing at Olivieri Corn,Napa,CA,94558,1-707-224-1117
31883,East Peoria Downtown,470 West Washington Street,East Peoria Downtown,East Peoria,IL,61611,1-309-698-7961
31884,The Block,43806 Pacific Commons Boulevard,The Block,Fremont,CA,94538,1-510-445-1830
31885,The Centre at Copperfield,7036 Highway 6 North,The Centre at Copperfield,Houston,TX,77095,1-281-345-7708
31886,Creekside Town Center,221 Creekside Crossing,Creekside Town Center,New Braunfels,TX,78130,1-830-625-5718
31887,Great Northern Plazas,"25907 Brookpark Road, Unit 16",Great Northern Plazas,North Olmsted,OH,44070,1-440-716-1025
31888,The Promenade at Brentwood,10 Brentwood Promenade Court,The Promenade at Brentwood,Brentwood,MO,63144,1-314-918-1859
31889,The Collection at Riverpark,690 Collection Boulevard,The Collection at Riverpark,Oxnard,CA,93036,1-805-981-8725
31890,Indian Mound Mall,"771 South 30th Street Store, #353",Indian Mound Mall,Heath,OH,43056,1-740-522-8167
31891,The Commons (Phase I),2721 North Salisbury Boulevard,The Commons (Phase I),Salisbury,MD,21801,1-443-260-1725
31892,Woodward Commercial Center,27844 Woodward Avenue,Woodward Commercial Center,Royal Oak,MI,48067,1-248-399-1081
31893,Freehold Raceway Mall,"3710 Route 9, Suite B100",Freehold Raceway Mall,Freehold,NJ,7728,1-732-577-8373
31894,Patriot Place,386 Patriot Place,Patriot Place,Foxborough,MA,2035,1-508-698-5293
31895,Howell Commons,4787 US Highway 9,Howell Commons,Howell,NJ,7731,1-732-370-0481
31896,The Gateway Center,16 South Halsted Street,The Gateway Center,Chicago,IL,60661,1-312-243-0411
31897,Eastvale Gateway II,"12423 Limonite Avenue, Suite 100",Eastvale Gateway II,Eastvale,CA,91752,1-951-681-0360
31898,Plaza Santa Fe,3513 Zafarano Boulevard,Plaza Santa Fe,Santa Fe,NM,87507,1-505-424-3650
31899,Lewis Crossing,1278 South Amity Road,Lewis Crossing,Conway,AR,72032,1-501-504-2533
31900,Blackmore Marketplace,465 Newport Road,Blackmore Marketplace,Casper,WY,82609,1-307-234-9069
31901,Skyway Regional Shopping Center,"2005 Cromwell Dixon Lane, Suite 103",Skyway Regional Shopping Center,Helena,MT,59602,1-406-449-2335
31902,Harper Court,5228 South Lake Park Avenue,Harper Court,Chicago,IL,60615,1-773-947-9066
31903,Crossroads Center at Bailey's,5860 Leesburg Pike,Crossroads Center at Bailey's,Falls Church,VA,22041,1-703-379-3827
31904,Southaven Towne Center,6554 Towne Center Crossing,Southaven Towne Center,Southaven,MS,38671,1-662-349-0684
31906,Hawthorn Hills Square,"700 North Milwaukee Avenue, Suite 117",Hawthorn Hills Square,Vernon Hills,IL,60061,1-847-549-1686
31907,Lima Center,"2720 Elida Road, Suite 180",Lima Center,Lima,OH,45805,1-419-223-1053
31908,Empire East Mall,"3800 South Louise Avenue, #304A",Empire East Mall,Sioux Falls,SD,57106,1-605-362-5765
31909,Ontario Towne Square,"2279 Walker Lake Road, Suite 100",Ontario Towne Square,Ontario,OH,44903,1-419-747-2065
31911,Columbus Village Entertainment,"4485 Virginia Beach Boulevard, Suite B5",Columbus Village Entertainment,Virginia Beach,VA,23462,1-757-499-4681
31912,Lawton Town Center,295 Northwest 2nd Street,Lawton Town Center,Lawton,OK,73507,1-580-354-9027
31913,Governor's Marketplace,1554 Govenor's Square Boulevard,Governor's Marketplace,Tallahassee,FL,32301,1-850-402-9527
31914,Park West Village,2116 Village Market Place,Park West Village,Morrisville,NC,27560,1-919-463-0522
31915,Jess Ranch Marketplace,18821 Bear Valley Road,Jess Ranch Marketplace,Apple Valley,CA,92308,1-760-240-6193
31916,Issaquah Highlands Grand Ridge,1480 Highlands Drive Northeast,Issaquah Highlands Grand Ridge,Issaquah,WA,98029,1-425-427-0508
31917,Southern Pines Village,174 Brucewood Road,Southern Pines Village,Southern Pines,NC,28387,1-910-246-2410
31918,Crystal Coast Plaza,"5160 US Highway 70 West, Suite 100A",Crystal Coast Plaza,Morehead City,NC,28557,1-252-222-4301
31919,Parkway Shops,"14964 Max Leggett Parkway, Suite 404",Parkway Shops,Jacksonville,FL,32218,1-904-696-6933
31920,Azalea Regional Shopping Center,4681 Firestone Boulevard,Azalea Regional Shopping Center,Southgate,CA,90280,1-323-569-1735
31921,Toys Center,580 Francisco Boulevard West,Toys Center,San Rafael,CA,94901,1-415-256-9882
31922,Jackson Crossing,1136 Jackson Crossing Avenue,Jackson Crossing,Jackson,MI,49202,1-517-789-9353
31923,Trader Joes Plaza,263 Patriot Lane,Trader Joes Plaza,State College,PA,16803,1-814-867-1805
31924,Westfield Meriden,"470 Lewis Avenue, #61",Westfield Meriden,Meriden,CT,6451,1-203-634-6694
31925,Shiloh Crossing,915 Shiloh Crossing Boulevard,Shiloh Crossing,Billings,MT,59102,1-406-656-2189
31926,Alpine Crossings,2440 M32 West,Alpine Crossings,Gaylord,MI,49735,1-989-705-2127
31927,Wallace  Commons,1445 Klumac Road,Wallace  Commons,Salisbury,NC,28147,1-704-638-6068
31928,Sunrise Promenade,5252 Sunrise Highway,Sunrise Promenade,Massapequa Park,NY,11762,1-516-541-4670
31929,Howland Commons,2106 Niles-Cortland Road Southeast,Howland Commons,Warren,OH,44484,1-330-505-9751
31930,The Shops at Canton Crossing,3541 Boston Street,The Shops at Canton Crossing,Baltimore,MD,21224,1-410-327-0891
31931,TownGate Shopping Center,"12625 Frederick Avenue, Suite G-1",TownGate Shopping Center,Moreno Valley,CA,92553,1-951-653-7394
31932,Oakwood Center,"197 Westbank Expressway, Suite 1330",Oakwood Center,Gretna,LA,70053,1-504-365-8716
31933,Magnolia Marketplace,"2900 South Claiborne Avenue, Suite 400",Magnolia Marketplace,New Orleans,LA,70125,1-504-891-4323
31934,The Shoppes at Grayhawk,14945 Evans Plaza,The Shoppes at Grayhawk,Omaha,NE,68116,1-402-493-6626
31935,Arbor Place Mall,1520 Arbor Place Mall,Arbor Place Mall,Douglasville,GA,30135,1-770-949-3149
31936,The Marketplace at Delta Towns,333A North Marketplace Boulevard,The Marketplace at Delta Towns,Lansing,MI,48917,1-517-622-1521
31937,Newport Pavilion,154 Pavilion Parkway,Newport Pavilion,Newport,KY,41071,1-859-261-0983
31938,University Mall,"1245 East Main, Suite A-31",University Mall,Carbondale,IL,62901,1-618-351-7072
31939,Marquette # 705,3570 US 41 West,Marquette # 705,Marquette,MI,49855,1-906-225-0166
31940,Colonial Plaza,2654 East Colonial Drive,Colonial Plaza,Orlando,FL,32803,1-407-897-8543
31941,Winrock Town Center,"2100 Louisiana Boulevard Northeast, 320",Winrock Town Center,Albuquerque,NM,87110,1-505-872-8601
31942,Jantzen Beach,1500 North Tomahawk Island Drive,Jantzen Beach,Portland,OR,97217,1-503-283-7059
31943,River Trace Shopping Center,524 East Meighan Boulevard,River Trace Shopping Center,Gadsden,AL,35903,1-256-547-8274
31944,Pacheco Pass Center,"950 Renz Lane, Suite 10",Pacheco Pass Center,Gilroy,CA,95020,1-408-842-4759
31945,Packwood Creek West Shopping Center,4023 South Mooney Boulevard,Packwood Creek West Shopping Center,Visalia,CA,93277,1-559-740-0568
31946,Cumberland Mall,3849 South Delsea Drive,Cumberland Mall,Vineland,NJ,8360,1-856-825-5860
31947,Belden Park Crossings,5522 Dressler Road Northwest,Belden Park Crossings,Canton,OH,44720,1-330-244-8752
31948,Westfield South Shore Mall,1701 Sunrise Highway,Westfield South Shore Mall,Bay Shore,NY,11706,1-631-666-0706
31950,Muncie Plaza,1020 East Princeton Avenue,Muncie Plaza,Muncie,IN,47303,1-765-282-1344
31951,Seabridge Square,1783 US HIGHWAY 1 South,Seabridge Square,St. Augustine,FL,32084,1-904-819-0498
31952,Shops at Atlas Park,71 - 03 80th Street,Shops at Atlas Park,Glendale,NY,11385,1-718-326-4968
31953,Rushmore Crossing,1717 Eglin Street,Rushmore Crossing,Rapid City,SD,57701,1-605-342-8453
31954,Max's Place,34 Spencer Plain Road,Max's Place,Old Saybrook,CT,6475,1-860-399-1203
31955,Commonwealth Shopping Center,4632 Commonwealth Center Parkway,Commonwealth Shopping Center,Midlothian,VA,23112,1-804-744-1131
31956,100 Oaks,"719 Thompson Lane, Unit LA 2, Suite 6",100 Oaks,Nashville,TN,37204,1-615-385-2897
31957,The Plaza at Imperial Valley,"508 East Danenberg Drive, Suite 1",The Plaza at Imperial Valley,El Centro,CA,92243,1-760-353-1745
31958,The Crossing at Smithfield,"371 Putnam Pike, Suite 8340",The Crossing at Smithfield,Smithfield,RI,2917,1-401-233-8960
31959,The Shoppes at North Village,"5201 North Belt Highway, Suite 127",The Shoppes at North Village,St. Joseph,MO,64506,1-816-279-2889
31960,Honey Creek Mall,"3401 South US Highway 41, Suite E-1",Honey Creek Mall,Terre Haute,IN,47802,1-812-233-8185
31961,Cobblestone Creek Retail Cente,4150 Yellowstone Avenue,Cobblestone Creek Retail Cente,Pocatello,ID,83202,1-208-238-5777
31962,Fallbrook Square Shopping Cent,6605 North Fallbrook Avenue,Fallbrook Square Shopping Cent,West Hills,CA,91307,1-818-610-7640
31963,Springfield Commons,1254 South Holland-Sylvania Road,Springfield Commons,Holland,OH,43528,1-419-867-8679
31964,Lakewood Center,342 Lakewood Center,Lakewood Center,Lakewood,CA,90712,1-562-272-0281
31965,The Plaza at Delray,1636 South Federal Highway,The Plaza at Delray,Delray Beach,FL,33483,1-561-274-2788
31966,The Court at Deptford II,"1555 Almonesson Road, Suite B",The Court at Deptford II,Deptford,NJ,8096,1-856-227-7630
31967,Hampton Plaza,2884 Wilma Rudolph Boulevard,Hampton Plaza,Clarksville,TN,37040,1-931-648-7110
31968,Midland Place,913 Joe Mann Boulevard,Midland Place,Midland,MI,48642,1-989-832-2210
31969,Victor Crossing,417 Commerce Drive,Victor Crossing,Victor,NY,14564,1-585-924-8098
31970,The Market Place II,13676 Jamboree Road,The Market Place II,Irvine,CA,92602,1-714-573-2675
31971,Manchester Village Shopping Center,544 John Ross Parkway,Manchester Village Shopping Center,Rock Hill,SC,29730,1-803-329-8582
31972,Harper Village Center,"12765 Harper Village Drive, Suite 150",Harper Village Center,Battle Creek,MI,49014,1-269-979-1257
31973,Albany # 739,852 North Westover Boulevard,Albany # 739,Albany,GA,31707,1-229-420-0505
31974,Mansfield Town Center West,"2041 North Highway 287, Suite 815",Mansfield Town Center West,Mansfield,TX,76063,1-817-473-1682
31975,Poyner Place Shopping Center,"5900 Poyner Anchor Lane, Suite 157",Poyner Place Shopping Center,Raleigh,NC,27616,1-919-872-5597
31976,Phoenix Center II,1956 Charlotte's Way,Phoenix Center II,Washington,MO,63090,1-636-390-3903
31977,Capitola Mall,"1855 41st Avenue, Suite E10",Capitola Mall,Capitola,CA,95010,1-831-477-9045
31978,Rookwood Commons,2699 Edmonson Road,Rookwood Commons,Cincinnati,OH,45209,1-513-351-2835
31979,Ward Parkway Center,"8600 Ward Parkway, Suite 1015",Ward Parkway Center,Kansas City,MO,64114,1-816-237-1391
31980,Merchant's Walk,"3615 South Florida Avenue, Suite 320",Merchant's Walk,Lakeland,FL,33803,1-863-646-6152
31981,Millcreek Pavilion,"2088 Interchange Road, Unit 24",Millcreek Pavilion,Erie,PA,16565,1-814-868-5190
31982,Midtown Crossing,"4550 Pico Boulevard, Suite C321",Midtown Crossing,Los Angeles,CA,90019,1-323-934-3692
31983,Cranberry Creek Center,1058 North Eisenhower Drive,Cranberry Creek Center,Beckley,WV,25801,1-304-253-5345
31984,University Station,237 University Avenue,University Station,Westwood,MA,2090,1-781-326-6486
31985,Foundry Row,10020 Reisterstown Road,Foundry Row,Owings Mills,MD,21117,1-410 363-0237
31986,The Exchange at HomePlace,1466 Cotton Exchange,The Exchange at HomePlace,Prattville,AL,36066,1-334-285-7717
31987,Renaissance Center,375 East Altamonte Drive,Renaissance Center,Altamonte Springs,FL,32701,1-407-260-1307
31988,Treasure Coast Plaza,423 21st  Street,Treasure Coast Plaza,Vero Beach,FL,32960,1-772-794-3513
31989,Fairfield Place,131 East Swedesford Road,Fairfield Place,Exton,PA,19341,1-610-594-2528
31990,The Pinnacle,456 Pinnacle Parkway,The Pinnacle,Bristol,TN,37620,1-423-764-0005
31991,Downtown Summerlin,"2310 Park Centre Drive, Suite 180",Downtown Summerlin,Las Vegas,NV,89135,1-702-256-3122
31992,Cocoplum Village Shops,18395 Tamiami Trail,Cocoplum Village Shops,North Port,FL,34287,1-941-423-3918
31993,Triangle Center,"200 Triangle Center, Suite 260",Triangle Center,Longview,WA,98632,1-360-425-0169
31994,Papermill Plaza,6710 Papermill Drive,Papermill Plaza,Knoxville,TN,37919,1-865-330-9743
31995,Shops at RiverGate South,"13540 Hoover Creek Boulevard, Suite 100",Shops at RiverGate South,Charlotte,NC,28273,1-704-583-0660
31996,Hanes Point Shopping Center,1030 Hanes Mall Boulevard,Hanes Point Shopping Center,Winston Salem,NC,27103,1-336-794-9136
31997,Lakeland Park Center,"919 Lakeland Park Center Drive, Suite 344",Lakeland Park Center,Lakeland,FL,33809,1-863-853-7403
31998,Grant Creek Town Center,"3275 North Reserve Street, Suite M",Grant Creek Town Center,Missoula,MT,59808,1-406-541-9155
31999,Stirling Lafayette Shopping Ce,"3215 Louisiana Avenue, Suite 104",Stirling Lafayette Shopping Ce,Lafayette,LA,70501,1-337-232-1252
32000,Bull Run Plaza,10640 Sudley Manor Drive,Bull Run Plaza,Manassas,VA,20109,1-703-530-6176
32001,The Shops at Fort Union,"900 East Fort Union Boulevard, #52",The Shops at Fort Union,Midvale,UT,84047,1-801-566-0098
32002,Connecticut Commons,240 New Britain Avenue,Connecticut Commons,Plainville,CT,6062,1-860-747-5140
32003,Westfield Vancouver Mall,8700 Northeast Vancouver Mall Drive,Westfield Vancouver Mall,Vancouver,WA,98662,1-360-883-5452
32004,Holyoke Crossing,15 Holyoke Street,Holyoke Crossing,Holyoke,MA,1040,1-413-533-3519
32005,Kentucky Oaks Pavilion,"3051 New Hold Road, Suite C-2",Kentucky Oaks Pavilion,Paducah,KY,42001,1-270-442-8089
32006,Berkshire Crossing,"555 Hubbard Avenue, Suite 12",Berkshire Crossing,Pittsfield,MA,1201,1-413-442-1378
32007,Brickyard Square,"11 Brickyard Square, Suite 21",Brickyard Square,Epping,NH,3042,1-603-679-1397
32008,Aspen Grove,"7301 South Santa Fe Drive, Suite 530",Aspen Grove,Littleton,CO,80120,1-303-797-9511
32009,Puente Hills East,"17651 Colima Road, Unit D",Puente Hills East,City of Industry,CA,91748,1-626-810-5867
32011,Homestead Square,20580 Homestead Road,Homestead Square,Cupertino,CA,95014,1-408-873-8065
32012,Marketplace at El Paseo,6587 North Riverside Drive,Marketplace at El Paseo,Fresno,CA,93722,1-559-277-3620
32013,First and Main Town Center,3153 Cinema Point,First and Main Town Center,Colorado Springs,CO,80922,1-719-574-6042
32014,Lakewood Village Shopping Cent,2743 Lakewood Village Drive,Lakewood Village Shopping Cent,North Little Rock,AR,72116,1-501-771-0626
32015,West Palm Beach Center,"1855 Palm Beach Lakes Boulevard, Suite B-21",West Palm Beach Center,West Palm Beach,FL,33401,1-561-471-5122
32016,Clark Commons,"1255 Raritan Road, Unit 240",Clark Commons,Clark,NJ,7066,1-732-499-0239
32017,Sadler Center,357 Merhar Avenue,Sadler Center,Fairbanks,AK,99701,1-907-455-4305
32018,Crossroads at Riverbank,2407 Claribel Road,Crossroads at Riverbank,Riverbank,CA,95367,1-209-863-8890
32019,Washington Crown Center,1500 West Chestnut Street,Washington Crown Center,Washington,PA,15301,1-724-225-8349
32020,Tikahtnu Commons Shopping Center,"1068 North Muldoon Road, Suite 100",Tikahtnu Commons Shopping Center,Anchorage,AK,99504,1-907-332-4040
32021,Colonial Commons,5112 Jonestown Road,Colonial Commons,Harrisburg,PA,17112,1-717-545-1960
32022,Seabrook Town Center,"700 Lafayette Road, Unit 120",Seabrook Town Center,Seabrook,NH,3874,1-603-474-0831
32023,Westminster City Center,9320 Sheridan Boulevard,Westminster City Center,Westminster,CO,80031,1-303-429-1705
32024,Ulta Center,3031 East Highland Drive,Ulta Center,Jonesboro,AR,72401,1-870-268-1693
32025,Corvallis Market Center,"1550 Northwest 9th Street, Suite 107",Corvallis Market Center,Corvallis,OR,97330,1-541-758-2004
32026,Mountain Grove,"27461 San Bernardino Avenue, Suite 150",Mountain Grove,Redlands,CA,92374,1-909-335-5709
32027,Bartonsville Square,"300 Commerce Boulevard, Suite 170",Bartonsville Square,Stroudsburg,PA,18360,1-570-421-7836
32028,Parkside,"7800 John Davis Drive, Suite 800",Parkside,Frankfort,KY,40601,1-502-695-5507
32029,Marlboro Commons,103 Route 9 South,Marlboro Commons,Marlboro Township,NJ,7746,1-732-617-0105
32030,Village Oaks,"5650 Cottle Road, Suite 20",Village Oaks,San Jose,CA,95123,1-408-229-2702
32031,Crossways Shopping Center,"1412 Greenbrier Parkway, Suite 105-A",Crossways Shopping Center,Chesapeake,VA,23320,1-757-424-0236
32032,Gateway Towne Center,1781 South Alameda Street,Gateway Towne Center,Compton,CA,90220,1-310-885-1802
32033,Willows Shopping Center,"1975 Diamond Boulevard, Suite D130",Willows Shopping Center,Concord,CA,94520,1-925-609-9753
32235,Tampa Plaza,8941 Tampa Avenue,Tampa Plaza,Northridge,CA,91324,1-818-718-7440
32236,Greenwood Commons,103 Commons Drive,Greenwood Commons,Greenwood,SC,29649,1-864-942-1829
32237,Deerfield Mall,3820 West Hillsboro Boulevard,Deerfield Mall,Deerfield Beach,FL,33442,1-954-570-9628
32238,Macedonia Commons,"8210 Macedonia Commons Boulevard, Unit 28",Macedonia Commons,Macedonia,OH,44056,1-330-467-9195
32239,The Hay Creek Shops,1461 East LaSalle Drive,The Hay Creek Shops,Bismarck,ND,58503,1-701-223-3243
32240,Seatac Village Shopping Center,1800 South 320th Street,Seatac Village Shopping Center,Federal Way,WA,98003,1-253-839-1439
32241,East Bay Bridge,"3839 Emery Street, Suite 200",East Bay Bridge,Emeryville,CA,94608,1-510-601-1890
32242,Northcrest Shopping Center,"705 East Coliseum Boulevard, Suite B",Northcrest Shopping Center,Fort Wayne,IN,46805,1-260-483-0003
